Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"S Agina, F Momeni Rad, K El-Basyouny","Linking deployment outcomes to program impacts for mobile photo enforcement",2023,"Safety","mdpi.com","https://www.mdpi.com/2313-576X/9/4/88","",73,"2024-05-21 15:27:44","HTML","","","",,,,,0,0.00,0,3,1,"… that introducing Automated Speed Enforcement (ASE) … leans toward mobile speed enforcement, as intersection … through the implementation of Mobile Photo Enforcement (MPE). MPE is …","https://www.mdpi.com/2313-576X/9/4/88","https://scholar.google.com/scholar?q=related:erUgCd5JO4IJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
0,"A Ilgaz, M Saltan","Case study of low speed limit regions inspected by average speed enforcement: Opinions on speed limit enforcement of commuter drivers in Turkey",2021,"Scientia Iranica","scientiairanica.sharif.edu","https://scientiairanica.sharif.edu/article_22053.html","",74,"2024-05-21 15:27:44","","","","",,,,,0,0.00,0,2,3,"… on the average speed enforcement system technology used … opinions on the average speed enforcement in the campus and … limits enforced via average speed enforcement are low. It is …","https://scientiairanica.sharif.edu/article_22053_ed3cd3de782c484e38902477974956f3.pdf","https://scholar.google.com/scholar?q=related:jrFPUIYQbksJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
4,"J Kumphong, T Satiennam, W Satiennam…","CHANGE OF MOTORCYCLE SPEEDUNDER SPEED ENFORCEMENT CAMERA ON URBAN ARTERIAL IN KHON KAEN CITY, THAILAND",2019,"GEOMATE …","geomatejournal.com","https://geomatejournal.com/geomate/article/view/2691","https://scholar.google.com/scholar?cites=47623009882362017&as_sdt=2005&sciodt=0,5&hl=en",75,"2024-05-21 15:27:44","","","","",,,,,4,0.80,1,4,5,"… speed enforcement cameras. The speeds of motorcycles before and after the installation of speed enforcement … after the installation of a speed enforcement camera, whereas the mean …","https://geomatejournal.com/geomate/article/download/2691/2273","https://scholar.google.com/scholar?q=related:oVAsC-AwqQAJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
6,"B Wilmots, E Hermans, T Brijs, G Wets","Evaluating speed enforcement field set-ups used by regional police in Belgium: an analysis of speed outcome indicators",2016,"Safety","mdpi.com","https://www.mdpi.com/2313-576X/3/1/1","https://scholar.google.com/scholar?cites=1451869703378155089&as_sdt=2005&sciodt=0,5&hl=en",76,"2024-05-21 15:27:44","HTML","","","",,,,,6,0.75,2,4,8,"In this paper the results from a field experiment (conducted in 2012) are presented, in which 3 regional police units in the Flemish region of Belgium each tested a particular combination …","https://www.mdpi.com/2313-576X/3/1/1","https://scholar.google.com/scholar?q=related:UbYBis0TJhQJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
5,"M Mandava, RS Gammenthaler…","Vehicle speed enforcement using absolute speed handheld lidar",2018,"2018 IEEE 88th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8690893/","https://scholar.google.com/scholar?cites=8094126657253626708&as_sdt=2005&sciodt=0,5&hl=en",77,"2024-05-21 15:27:44","","","","",,,,,5,0.83,2,3,6,"Commonly used handheld Lidars for traffic speed enforcement measure relative speed and not absolute speed. The underreporting of the actual vehicle speeds, called the cosine effect…","https://ieeexplore.ieee.org/iel7/8672788/8690547/08690893.pdf","https://scholar.google.com/scholar?q=related:VFOfbE8dVHAJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
0,"HJ An, YI Lee","A study on the Installation of the Automated Speed Enforcement Camera",2005,"한국 ITS 학회: 학술대회논문집","koreascience.kr","https://koreascience.kr/article/CFKO200522219421441.pdf","",78,"2024-05-21 15:27:44","PDF","","","",,,,,0,0.00,0,2,19,"무인과속단속시스템은 1997 년도 32 대의 도입을 시작으로 1998 년 100 대, 1999 년 100 대, 2000 년 300 대, 2001 년 280 대가 설치되었고, 2004 년까지 총 3959 대가 설치될 계획이다. …","https://koreascience.kr/article/CFKO200522219421441.pdf","https://scholar.google.com/scholar?q=related:JwaDroC7oYYJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
28,"E Walker, C Murdoch, P Bryant, B Barnes…","Quantitative study of attitudes, motivations and beliefs related to speeding and speed enforcement",2009,"… Road Safety Research …","academia.edu","https://www.academia.edu/download/87451098/RS090026.pdf","https://scholar.google.com/scholar?cites=10271026733966189332&as_sdt=2005&sciodt=0,5&hl=en",79,"2024-05-21 15:27:44","PDF","","","",,,,,28,1.87,6,5,15,"… speed enforcement plays a crucial role in modifying speeding behaviour. It therefore seems clear that increasing the perceived frequency of speed enforcement … for speed enforcement …","https://www.academia.edu/download/87451098/RS090026.pdf","https://scholar.google.com/scholar?q=related:FGOYdGUEio4J:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
3,"L Beilinson, M Räsänen, VP Kallberg","Speed effects of automatic camera enforcement on main road 51",2005,"Proceedings of the 18th workshop of …","ictct.net","https://www.ictct.net/wp-content/uploads/18-Helsinki-2005/ictct_document_nr_33_S4_Beilinson.pdf","https://scholar.google.com/scholar?cites=6942976692923046715&as_sdt=2005&sciodt=0,5&hl=en",80,"2024-05-21 15:27:44","PDF","","","",,,,,3,0.16,1,3,19,"… This paper presents a study that looked at changes in vehicle speeds after the installation of automatic speed enforcement on main road 51 (Räsänen, Beilinson &Kallberg 2004). The …","https://www.ictct.net/wp-content/uploads/18-Helsinki-2005/ictct_document_nr_33_S4_Beilinson.pdf","https://scholar.google.com/scholar?q=related:O5t-SYRoWmAJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
79,"A Montella, B Persaud, M D'Apuzzo…","Safety evaluation of automated section speed enforcement system",2012,"Transportation …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.3141/2281-03","https://scholar.google.com/scholar?cites=14446286429935374071&as_sdt=2005&sciodt=0,5&hl=en",81,"2024-05-21 15:27:44","","10.3141/2281-03","","",,,,,79,6.58,20,4,12,"… obtained with automated speed enforcement systems, which … the installation of automated speed enforcement. One problem … is the automated section speed enforcement system. Unlike …","https://www.researchgate.net/profile/Alfonso-Montella/publication/270210323_Safety_Evaluation_of_Automated_Section_Speed_Enforcement_System/links/5681425508ae1975838f7049/Safety-Evaluation-of-Automated-Section-Speed-Enforcement-System.pdf","https://scholar.google.com/scholar?q=related:9w7Y4_eEe8gJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
0,"TA Van Wiechen","Average speed enforcement and its potential application on New Brunswick roads",2021,"","unbscholar.lib.unb.ca","https://unbscholar.lib.unb.ca/items/76843aec-2efd-4f33-ac74-f88747a04330","",82,"2024-05-21 15:27:44","","","","",,,,,0,0.00,0,1,3,"Average Speed Enforcement (ASE) is a is a relatively new approach that can be used to enforce speed limits. ASE determines a vehicle’s mean speed over an extended length of road …","https://unbscholar.lib.unb.ca/bitstreams/56c0d711-db9e-4862-ba39-65d73bffcad9/download","https://scholar.google.com/scholar?q=related:rz6Acw05JGoJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
22,"LJ Povey, WJ Frith, MD Keall","An investigation of the relationship between speed enforcement, vehicle speeds and injury crashes in New Zealand",2003,"Land Transport Safety Authority. New …","acrs.org.au","http://acrs.org.au/files/arsrpe/RS030064.pdf","https://scholar.google.com/scholar?cites=17750122665729674607&as_sdt=2005&sciodt=0,5&hl=en",83,"2024-05-21 15:27:44","PDF","","","",,,,,22,1.05,7,3,21,"There exists in the literature material dealing with dose-response relationships between enforcement effort and vehicle speeds and also vehicle speeds and crash risk. This literature …","http://acrs.org.au/files/arsrpe/RS030064.pdf","https://scholar.google.com/scholar?q=related:b01tMoUaVfYJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
5,"Y Li, J Xie, AM Kim…","Investigating trade‐offs between optimal mobile photo enforcement programme plans",2019,"Journal of Multi‐Criteria …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/mcda.1658","https://scholar.google.com/scholar?cites=9209733864101129488&as_sdt=2005&sciodt=0,5&hl=en",84,"2024-05-21 15:27:44","","10.1002/mcda.1658","","",,,,,5,1.00,1,4,5,"Agencies that manage mobile photo enforcement (MPE) programmes must decide where and when to send their limited resources to monitor compliance with speed limits. Usually, the …","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/mcda.1658","https://scholar.google.com/scholar?q=related:EC2idSeMz38J:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
30,"M Kergoat, P Delhomme, T Meyer","Appraisal of speed-enforcement warning messages among young drivers: Influence of automatic versus human speed enforcement in a known or unknown …",2017,"… research part F: traffic psychology and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S136984781630242X","https://scholar.google.com/scholar?cites=15472949167012523908&as_sdt=2005&sciodt=0,5&hl=en",85,"2024-05-21 15:27:44","HTML","","","",,,,,30,4.29,10,3,7,"The present study investigated how young drivers assess speed-enforcement warning messages and how these messages affect their motivation to reduce speed. Stemming from …","https://www.sciencedirect.com/science/article/pii/S136984781630242X","https://scholar.google.com/scholar?q=related:hC91x0n1utYJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
2,"C Peterson, F Douma, NL Morris","Identifying and Reconciling Stakeholder Perspectives in Deploying Automated Speed Enforcement",2017,"","conservancy.umn.edu","https://conservancy.umn.edu/handle/11299/189297","https://scholar.google.com/scholar?cites=8580895928551006390&as_sdt=2005&sciodt=0,5&hl=en",86,"2024-05-21 15:27:44","","","","",,,,,2,0.29,1,3,7,"Speeding is a public-health crisis, making up approximately a third of roadway deaths each year in the United States. One countermeasure with clearly documented efficacy to reduce …","https://conservancy.umn.edu/bitstream/handle/11299/189297/CTS%2017-03.pdf?sequence=1","https://scholar.google.com/scholar?q=related:tuDgK2J3FXcJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
6,"L Carnis","The automated speed enforcement programme in France",2007,"Australasian Road Safety Conference, Melbourne …","acrs.org.au","https://acrs.org.au/files/arsrpe/RS07018.pdf","https://scholar.google.com/scholar?cites=17279841917153154128&as_sdt=2005&sciodt=0,5&hl=en",87,"2024-05-21 15:27:44","PDF","","","",,,,,6,0.35,6,1,17,"France's introduction of an automated speed enforcement programme (CSA–Contrôle Sanction Automatisé) represents a major step in terms of combating traffic hazards. On the one …","https://acrs.org.au/files/arsrpe/RS07018.pdf","https://scholar.google.com/scholar?q=related:UJTRzqtUzu8J:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
17,"R Li, K El-Basyouny, A Kim…","Relationship between road safety and mobile photo enforcement performance indicators: A case study of the city of Edmonton",2017,"Journal of Transportation …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/19439962.2016.1173154","https://scholar.google.com/scholar?cites=9496036532101919196&as_sdt=2005&sciodt=0,5&hl=en",88,"2024-05-21 15:27:44","","10.1080/19439962.2016.1173154","","",,,,,17,2.43,4,4,7,"… These measures are extremely critical to the success of any a photo enforcement program. Therefore, … Over the years, many forms of photo enforcement have been used with the aims of …","https://era.library.ualberta.ca/items/f12d5b41-fe86-4ed8-b954-866c8aaae57d/download/f91ccad2-6b4f-4f6c-baca-d0fac3629b35","https://scholar.google.com/scholar?q=related:3DER7umyyIMJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
6,"SA Glazer","Those speed cameras are everywhere: Automated speed monitoring law, enforcement, and physics in Maryland",2012,"J. Bus. &Tech. L.","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/jobtela7&section=4","https://scholar.google.com/scholar?cites=15332864171898013951&as_sdt=2005&sciodt=0,5&hl=en",89,"2024-05-21 15:27:44","","","","",,,,,6,0.50,6,1,12,"… Individual automated speed enforcement violations, which are civil in nature and do not add … The Maryland automated speed enforcement laws suffer from an infirmity of technological …","https://digitalcommons.law.umaryland.edu/cgi/viewcontent.cgi?article=1170&context=jbtl","https://scholar.google.com/scholar?q=related:_4hLM7pGydQJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
84,"WM Hirst, LJ Mountain, MJ Maher","Are speed enforcement cameras more effective than other speed management measures?: An evaluation of the relationship between speed and accident …",2005,"Accident Analysis &Prevention","Elsevier","https://www.sciencedirect.com/science/article/pii/S0001457505000515","https://scholar.google.com/scholar?cites=3057842524255084262&as_sdt=2005&sciodt=0,5&hl=en",90,"2024-05-21 15:27:44","HTML","","","",,,,,84,4.42,28,3,19,"In this paper, models are developed which enable a prediction of how the impact of speed management schemes on accidents varies both with speed changes and with site and …","https://www.sciencedirect.com/science/article/pii/S0001457505000515","https://scholar.google.com/scholar?q=related:5t5OHZOjbyoJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
1,"A Yasar, M Adnan, W Ectors, G Wets","Comparison review on LIDAR technologies vs. RADAR technologies in speed enforcement system",2023,"Personal and Ubiquitous …","Springer","https://link.springer.com/article/10.1007/s00779-023-01736-x","https://scholar.google.com/scholar?cites=15302661667538671814&as_sdt=2005&sciodt=0,5&hl=en",91,"2024-05-21 15:27:44","HTML","10.1007/s00779-023-01736-x","","",,,,,1,1.00,0,4,1,"… of automated speed enforcement systems [13, 14]. Automatic speed enforcement mainly … There are three basic components of an automatic speed enforcement system [13]: (1) a …","https://link.springer.com/article/10.1007/s00779-023-01736-x","https://scholar.google.com/scholar?q=related:xhihq7X5XdQJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
73,"RA Retting, CM Farmer","Evaluation of speed camera enforcement in the District of Columbia",2003,"Transportation Research Record","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.3141/1830-05","https://scholar.google.com/scholar?cites=12667448880389867000&as_sdt=2005&sciodt=0,5&hl=en",92,"2024-05-21 15:27:44","","10.3141/1830-05","","",,,,,73,3.48,37,2,21,"… Automated speed cameras, as a supplement to conventional police efforts, can increase both the amount of speed enforcement and driver perception that noncompliers will be detected …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=c3d6bdbbd68b1133045cff824cc74c28a9f619ac","https://scholar.google.com/scholar?q=related:-MUORqTRy68J:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
29,"A Hajbabaie, RF Benekohal, M Chitturi…","Comparison of automated speed enforcement and police presence on speeding in work zones",2009,"88th Annual Meeting …","academia.edu","https://www.academia.edu/download/83484942/Comparison_of_Automated_Speed_Enforcemen20220408-23115-1ug9uj.pdf","https://scholar.google.com/scholar?cites=16842972362005127567&as_sdt=2005&sciodt=0,5&hl=en",93,"2024-05-21 15:27:44","PDF","","","",,,,,29,1.93,7,4,15,"This paper compares the effects of four speed management techniques on speed and speeding on interstate highway work zones. The techniques are speed feedback trailer, police car…","https://www.academia.edu/download/83484942/Comparison_of_Automated_Speed_Enforcemen20220408-23115-1ug9uj.pdf","https://scholar.google.com/scholar?q=related:j6EJFyBCvukJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
45,"BE Porter, KL Johnson, JF Bland","Turning off the cameras: Red light running characteristics and rates after photo enforcement legislation expired",2013,"Accident Analysis &Prevention","Elsevier","https://www.sciencedirect.com/science/article/pii/S0001457512003053","https://scholar.google.com/scholar?cites=16130386762213738456&as_sdt=2005&sciodt=0,5&hl=en",94,"2024-05-21 15:27:44","HTML","","","",,,,,45,4.09,15,3,11,"… legislation to expire, photo enforcement cameras to identify red-… Photo enforcement installed at these intersections reduced … -reviewed studies suggesting photo enforcement for red light …","https://www.sciencedirect.com/science/article/pii/S0001457512003053","https://scholar.google.com/scholar?q=related:2MdpO0yl2t8J:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
5,"A Talebpour, HS Mahmassani","Effectiveness of innovative speed-enforcement techniques in Illinois.",2014,"","rosap.ntl.bts.gov","https://rosap.ntl.bts.gov/view/dot/28169","https://scholar.google.com/scholar?cites=4707042509089872690&as_sdt=2005&sciodt=0,5&hl=en",95,"2024-05-21 15:27:44","","","","",,,,,5,0.50,3,2,10,"The effects of various police patrolling methods on the average speed and crash rate were studied in this report. The number of speeding citations under various enforcement strategies …","https://rosap.ntl.bts.gov/view/dot/28169/dot_28169_DS1.pdf","https://scholar.google.com/scholar?q=related:Mhv3GDnGUkEJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
4,"L Gavėnienė, L Jateikienė, D Čygas…","Impact of average speed enforcement systems on traffic safety: evidence from the roads of lithuania",2020,"The Baltic Journal of …","journals.rtu.lv","https://journals.rtu.lv/index.php/BJRBE/article/view/bjrbe.2020-15.480","https://scholar.google.com/scholar?cites=294515221097752828&as_sdt=2005&sciodt=0,5&hl=en",96,"2024-05-21 15:27:44","","","","",,,,,4,1.00,1,4,4,"… ; thus, under intensive speed enforcement they comply with the speed limit. Education strengthens the effect of speed enforcement. To make speed enforcement effective, it is important …","https://journals.rtu.lv/index.php/BJRBE/article/viewFile/bjrbe.2020-15.480/2320","https://scholar.google.com/scholar?q=related:_Ch6fghUFgQJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
34,"M Cameron, S Newstead…","The interaction between speed camera enforcement and speed-related mass media publicity in Victoria",2003,"Monash University …","academia.edu","https://www.academia.edu/download/85905427/muarc201.pdf","https://scholar.google.com/scholar?cites=13514526464701422184&as_sdt=2005&sciodt=0,5&hl=en",97,"2024-05-21 15:27:44","PDF","","","",,,,,34,1.62,11,3,21,"The objective of this study was to measure the presence of any interaction between the effect of mobile covert speed camera enforcement and the effect of intensive mass media road …","https://www.academia.edu/download/85905427/muarc201.pdf","https://scholar.google.com/scholar?q=related:aNokdDc-jbsJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
5,"N Tilahun","Safety impact of automated speed camera enforcement: Empirical findings based on Chicago's speed cameras",2023,"Transportation research record","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/03611981221104808","https://scholar.google.com/scholar?cites=13334654301433600562&as_sdt=2005&sciodt=0,5&hl=en",98,"2024-05-21 15:27:44","","10.1177/03611981221104808","","",,,,,5,5.00,5,1,1,"… In the US, automated speed enforcement has also become … as supplements to traditional speed enforcement to improve … states to authorize the use of automated speed enforcement. …","","https://scholar.google.com/scholar?q=related:MpqV5281DrkJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
3,"R Li, K El-Basyouny, A Kim","A city-wide safety analysis of mobile speed enforcement",2019,"","era.library.ualberta.ca","https://era.library.ualberta.ca/items/fd7d242b-17d1-456d-840e-a3ec910d2f7c","https://scholar.google.com/scholar?cites=11674784640932522493&as_sdt=2005&sciodt=0,5&hl=en",99,"2024-05-21 15:27:44","","","","",,,,,3,0.60,1,3,5,"This study examined the safety effects of the City of Edmonton’s mobile enforcement program. Four years of city-wide monthly collision data, enforcement statistics, and employment rate …","https://era.library.ualberta.ca/items/fd7d242b-17d1-456d-840e-a3ec910d2f7c/download/dc0cb7a1-2e76-41c8-a93c-08afd2cbb0db","https://scholar.google.com/scholar?q=related:_Sn4d8YqBaIJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
3,"Y Zhou, C Fu, H Liu, H Liu, L Liu","Halo Effects of Automated Speed Enforcement: A Literature Review",2019,"Sixth International Conference on …","ascelibrary.org","https://ascelibrary.org/doi/pdf/10.1061/9780784482742.032","https://scholar.google.com/scholar?cites=2405794823813489573&as_sdt=2005&sciodt=0,5&hl=en",100,"2024-05-21 15:27:44","","10.1061/9780784482742.032","","",,,,,3,0.60,1,5,5,"With the increasing evidences of halo effects regarding automated speed enforcement (ASE), an empirical review is conducted to analyze the findings of previous literatures. 24 studies …","","https://scholar.google.com/scholar?q=related:pWPgU6UZYyEJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
25,"R Li, K El-Basyouny, A Kim","Before-and-after empirical Bayes evaluation of automated mobile speed enforcement on urban arterial roads",2015,"Transportation research record","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.3141/2516-07","https://scholar.google.com/scholar?cites=11275746123022856309&as_sdt=2005&sciodt=0,5&hl=en",101,"2024-05-21 15:27:44","","10.3141/2516-07","","",,,,,25,2.78,8,3,9,"Speeding is a leading factor in road collisions and is found to contribute to approximately one-third of all fatal collisions. Speed enforcement is one of the most common …","https://era.library.ualberta.ca/items/b8a57aa9-538b-417b-b3b2-0a3fdd6e9e79/download/129adfd4-803c-449a-88fa-e09548a59d19","https://scholar.google.com/scholar?q=related:dfBDgFt_e5wJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
0,"A Shiledar, V Sujan, A Siekmann, J Yuan","Enhanced Safety of Heavy-Duty Vehicles on Highways through Automatic Speed Enforcement–A Simulation Study",2024,"","sae.org","https://www.sae.org/publications/technical-papers/content/2024-01-1964/","",102,"2024-05-21 15:27:44","","","","",,,,,0,0.00,0,4,1,"… This paper explores how automatic speed enforcement systems, using speed cameras, can … how the influence of automatic speed enforcement systems on driver behavior enhances the …","","https://scholar.google.com/scholar?q=related:0RjYNl4EyBcJ:scholar.google.com/&scioq=intitle:%22speed+enforcement%22%7Cintitle:%22speed+gun%22%7Cintitle:%22speed+gun%22%7Cintitle:%22photo+enforcement%22%7Cintitle:%22photo+enforcement%22&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2024&as_vis=1"
