RecordID,Accession number,Title,ForeignTitle,Record type,Language1,Language2,Language3,Record URL1,Record URL2,Record URL3,Source agency,Source Data,Abstract,Supplemental notes,TRIS files,Report number1,Report number2,Report number3,Report number4,Report number5,Report number6,Report number7,Report number8,Report number9,Report number10,Contract number1,Contract number2,Contract number3,Contract number4,Contract number5,Contract number6,Contract number7,Contract number8,Contract number9,Contract number10,Index terms,Subject areas,Created date,Last modified,Media type,Pagination,OCLC,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Discusser1,Discusser2,Discusser3,Discusser4,Discusser5,Discusser6,Discusser7,Discusser8,Discusser9,Discusser10,Chapter,Dataset version,Dataset integrity hash,Dataset publisher1,Dataset publisher2,Dataset publisher3,Dataset publisher4,Dataset publisher5,Dataset publisher6,Dataset publisher7,Dataset publisher8,Dataset publisher9,Dataset publisher10,Features,Publication date,Serial,Conference,Conference sponsor1,Conference sponsor2,Conference sponsor3,Conference sponsor4,Conference sponsor5,Conference sponsor6,Conference sponsor7,Conference sponsor8,Conference sponsor9,Conference sponsor10,Corporate author1,Corporate author2,Corporate author3,Corporate author4,Corporate author5,Corporate author6,Corporate author7,Corporate author8,Corporate author9,Corporate author10,Editor1,Editor2,Editor3,Editor4,Editor5,Editor6,Editor7,Editor8,Editor9,Editor10,Availability agency1,Availability agency2,Availability agency3,Availability agency4,Availability agency5,Availability agency6,Availability agency7,Availability agency8,Availability agency9,Availability agency10,ISBN,Volume,Issue,Edition,Period covered,Project status,Public access compliant,Funding,Deliverables,Notice date,Start date,Expected completion date,Actual completion date,Sponsor organization1,Sponsor organization2,Sponsor organization3,Sponsor organization4,Sponsor organization5,Sponsor organization6,Sponsor organization7,Sponsor organization8,Sponsor organization9,Sponsor organization10,Managing organization1,Managing organization2,Managing organization3,Managing organization4,Managing organization5,Managing organization6,Managing organization7,Managing organization8,Managing organization9,Managing organization10,Performing organization1,Performing organization2,Performing organization3,Performing organization4,Performing organization5,Performing organization6,Performing organization7,Performing organization8,Performing organization9,Performing organization10,Project manager1,Project manager2,Project manager3,Project manager4,Project manager5,Project manager6,Project manager7,Project manager8,Project manager9,Project manager10,Principal investigator1,Principal investigator2,Principal investigator3,Principal investigator4,Principal investigator5,Principal investigator6,Principal investigator7,Principal investigator8,Principal investigator9,Principal investigator10,USDOT Program1,USDOT Program2,USDOT Program3,USDOT Subprogram1,USDOT Subprogram2,USDOT Subprogram3,Terms of use
1089750,01329015,"Highway Safety: Behavior, Management, and Roundabouts",,DO,English,,,,,,,,"This issue contains 18 papers on the subject of highway safety concerning behavior, management, and roundabouts.  Specific topics discussed include the following:  monitoring drinking; technology to tell novice drivers how to drive; driving and crash histories of illegal street racing offenders; seat belt use on school buses; speed enforcement cameras; law enforcement vehicle crashes; automated enforcement for red light running; fitness to drive; travel behavior in aging societies; willingness of seniors to use an alternative service bus; aggressive driving and safety campaigns; a rewards system to encourage safer driving practices; road safety audits; and roundabouts.",,"TRIS, TRB, ATRI",,,,,,,,,,,,,,,,,,,,,"Aged, Aggression, Alcohol use, Automated enforcement, Crashes, Drivers, Fitness to drive, High risk drivers, Highway safety, In vehicle devices, Incentives, Law enforcement personnel, Monitoring, Physical fitness, Recently qualified drivers, Red light running, Risk taking, Roundabouts, Safe driving practices, Safety audits, Safety campaigns, School buses, Seat belt use, Speed cameras, Street racing, Travel behavior","Design, Highways, Operations and Traffic Management, Safety and Human Factors, I20: Design and Planning of Transport Infrastructure, I73: Traffic Control, I83: Accidents and the Human Factor",1/31/2011 1:59:00 PM,3/17/2011 4:33:00 PM,Print,155p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Figures, Photos, References, Tables",2010-00-00,Transportation Research Record: Journal of the Transportation Research Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation Research Board Business Office,Find a library where document is available,,,,,,,,,9780309160537,,2182,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
968817,01207973,Speed enforcement in France: a decade of changes (2000-2009),,DO,English,,,,,,Swedish National Road and Transport Research Institute (VTI),VTI 2010.0160,"Speeding has been identified as an important factor in road accidents and as  one of the ""fatal four"" requiring the implementation of a public policy from the appropriate authorities. Different tools are available to governments' intent on making drivers observe the Highway Code: educative measures, communication campaigns and rehabilitation programmes can be put into effect, whereas speed checking devices can help with enforcement of speed limits and punishment of offenders. The ultimate goal is to reduce the number of fatalities  and injuries on the roads. Many changes have taken place in France since 2000 and impressive results have been obtained during the last decade, with road fatalities down by 40% since 2002. Thousands of deaths and injuries have been avoided. The outstanding factor here is the implementation ofan automated speed enforcement programme (ASEP). However other important changes havealso taken place and 2000-2009 has been a decade of real evolution for speed enforcement policy in France. This contribution proposes to investigate the nature of the changes which occurred during the last decade with regard to speed enforcement: new legislation, politicalcommitment and the implementation of an ASEP. The second section investigates the modalities of this change in speed enforcement activities: modification of organisation of speed enforcement, evolution of speed offences and the implications for manual speed checks.The last section is concerned with the consequences of these changes: evolution of drivingspeeds and  speeding behaviour.",,"ITRD, VTI",,,,,,,,,,,,,,,,,,,,,"Automatic, Behavior, Conferences, Detection, Driving, Enforcement, Evaluation, France, Management, Police, Policy, Road networks, Speed, Speeding","Administration and Management, Policy, Security and Emergencies",10/19/2010 2:39:00 PM,10/19/2010 2:39:00 PM,,s 911-923,,"Carnis, Laurent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-00-00,"Road safety on four continents: 15th international conference, Abu Dhabi, United Arab Emirates, 28-30 March 2010. Paper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
1093843,01330315,Zuverlässig in jeder Lage? - eso ES 1.0 und ES 3.0 im Neigungstest / Reliable in every position? - Tilting eso ES 1.0 and ES 3.0,,DO,German,,,,,,Bundesanstalt für Straßenwesen (BASt),ITRD D365994,"Die Geschwindigkeitsmessgeraete ES 1.0 und ES 3.0 der Firma eso GmbH finden eine breite Verwendung bei den Verkehrskontrollen in Deutschland und Oesterreich. Die Praxis zeigt, dass die Aufstellung der Messgeraete, insbesondere ein moeglicherweise nicht korrekter Winkel zwischen dem Sensorkopf und der Fahrbahn, immer wieder Anlass fuer Zweifel an der Korrektheit und Zuverlaessigkeit der Ergebnisse gibt. Im vorliegenden Beitrag werden die Schlussfolgerungen der Untersuchungen zum quantitativen Einfluss des Neigungswinkels auf die Messwertbildung der Einseitensensoren behandelt. ABSTRACT IN ENGLISH: The speed measuring devices ES 1.0 and ES 3.0 produced by the company eso GmbH are widely used for speed enforcement in Germany and Austria. Practical experience shows that doubts are often raised concerning the correct set-up of the measuring device. This is especially true for the tilt angle between the sensor head and the road surface. So far, there have been no publically available data considering the quantitative influence of the tilt angle on the measured speed value. Therefore a survey was conducted to clarify this issue. (A)",,ITRD,,,,,,,,,,,,,,,,,,,,,"Österreich, Angles, Angularity, Austria, Deutschland, Errors, Germany, Geschwindigkeit, Location, Measuring instruments, Messgerät, Ort (Position), Sensor, Sensors, Speed, Tests, Versuch, Winkel","Design, I73: Traffic Control",2/25/2011 11:18:00 AM,1/12/2015 4:06:00 PM,,365-70,,"Siegle, Viktor","Förch, Andreas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-00-00,VERKEHRSUNFALL UND FAHRZEUGTECHNIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Find a library where document is available,,,,,,,,,,,48,11,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
1243984,01472953,Reductions in fuel consumption and CO2 emissions with SPECS average speed enforcement,,DO,English,,,,,,ARRB,,"Data was gathered on passenger car fuel consumption at various speeds, and compared with traffic speed profiles for unenforced motorways and motorways enforced with SPECS average speed cameras to determine the potential fuel savings and CO2 reductions that may be achieved by enforcing the national speed limit on UK motorways.",,ATRI,CP564,,,,,,,,,,,,,,,,,,,,"Air quality management, Emissions control, Freeway, Freeways, Fuel consumption, Fuel consumption, Speed control, Speed control, Speed limit, Speed limits, United Kingdom","Energy, Highways",2/19/2013 10:19:00 AM,2/19/2013 10:19:00 AM,,5p,,"Thornton, T",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-00-00,,"International Conference on Road Transport Information and Control (RTIC), 2010, London, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Find a library where document is available,,,,,,,,,,9781849192422,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
1084582,01323164,Effectiveness of speed enforcement through fixed speed cameras: a time series study,,DO,English,,,,,,TRL,ITRD E146735,"Time series analyses were performed separately for the arterial roads and the beltway. The stretches of arterial roads encompassing 500 m before and after the location of a speed camera were considered the enforced stretches, the remaining stretches of arterial roads being considered the comparison group. The outcome measures were the numbers of crashes and of people injured. Quasi-Poisson regression models were fitted, controlling for time trend, seasonality and implementation of other road safety measures. Both on the enforced and non-enforced arterial road stretches, the risks of crashes and people injured were similar in the two periods. On the beltway, reductions of 30% (95% CI 38% to 20%) and 26% (95% CI 36% to 14%) were observed, respectively. Speed cameras do not reduce the numbers of crashes or people injured on the arterial roads of Barcelona. However, they are effective in the short and in the long-term on the beltway. Speed enforcement through fixed speed cameras is thus effective in medium–high-speed roads, although effectiveness could not be generalised to roads with lower speed limits and traffic lights.",,"ITRD, ATRI",,,,,,,,,,,,,,,,,,,,,"Accident, Cameras, CCD camera, Crashes, Digital camera, Safety, Safety, Spain, Spain, Speed, Speed, Traffic control, Traffic control, Traffic signal, Traffic signals, Video camera, Video cameras","Operations and Traffic Management, Safety and Human Factors, I73: Traffic Control, I80: Accident Studies",12/22/2010 8:40:00 AM,12/22/2010 8:40:00 AM,,12-16,,"NOVOA, A M","PEREZ, K","SANTAMARINA-RUBIO, E","DELL-OLMO, M M","TOBIAS, A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-00-00,Injury Prevention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Find a library where document is available,,,,,,,,,,,16,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
1100509,01338101,"""AOSI"" Improving Road Safety on Rural Roads in Germany",,DO,English,,,,,,,,"Although the majority of road accidents happen in urban areas, 60% of all fatalities occur on rural roads. For this reason the Federal Highway Research Institute (BASt) established a task force to improve road safety on existing rural roads in Germany by short-term up to medium-term measures. The analysis of severe accidents on rural roads found two main contributing factors: inappropriate speed and unsafe overtaking manoeuvres. For this reason the project focussed on the enforcement of speed limits (short-term measure) and the safeguarding of overtaking manoeuvres by constructing additional passing lanes (medium-term measure). The project group chose ten roads with a high number of severe accidents. Where inappropriate speeds were a main contributing factor for accidents, speed cameras were installed. On the other roads, where unsafe overtaking manoeuvres were a main contributing factor to accident occurrence, short passing lanes were built to make overtaking safer. The research project was based on a before/after comparison of traffic and accident data. After the measures were implemented road users were questioned about their acceptance of the measures. Speed enforcement had a very positive impact on accident frequency and severity. Within 3 years accidents with serious injuries were reduced by 7 to 50 %. To this day the installation of passing lanes has been very successful, too. In a 2 years period head on crashes were reduced to zero. Passing lanes combined with adjacent sections where overtaking is prohibited contribute to higher road safety, advantages in travel time and to a relaxed driving behaviour.",,TRIS,,,,,,,,,,,,,,,,,,,,,"Countermeasures, Crash rates, Crash severity, Germany, Highway safety, Passing, Passing lanes, Rural highways, Speed enforcement programs, Traffic crashes","Highways, Safety and Human Factors, I82: Accidents and Transport Infrastructure",4/25/2011 2:02:00 PM,4/28/2011 1:01:00 PM,CD-ROM,8p,,"Weber, Roland","Jahrig, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figures,2010-00-00,,4th International Symposium on Highway Geometric Design,Polytechnic University of Valencia,Transportation Research Board,,,,,,,,,Polytechnic University of Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
1113055,01350569,Advanced Testing Techniques in Speed Enforcement Technology,,DO,English,,,,,,,Paper TP002-3,"Automated speed enforcement programs are an effective strategy in improving road safety and reducing the death toll on our roads. The aim of these programs is to permanently change driver behaviour and to achieve this goal the technology must have credibility in the eyes of the road users. An effective method for improving confidence in a speed enforcement program is demonstrating the accuracy and reliability of the technology through an independent and transparent process. Laboratory simulation techniques can achieve an overall uncertainty of measurement of better than 1 km/h and in some cases as low as 0.3 km/h. Advances in field testing techniques also allow characterising an installed systems performance. These testing techniques provide a detailed comprehensive picture of the operation, reliability, and accuracy of road safety enforcement technology and provide a valuable tool in increasing public confidence and credibility in automated speed enforcement programs. Improved confidence and credibility aids in the effectiveness of the program leading to changes in driver behaviour and reaching the ultimate goal of improving safety on roads.",,TRIS,,,,,,,,,,,,,,,,,,,,,"Automated enforcement, Automated speed enforcement, Evaluation and assessment, Highway safety, Speed control, Technological innovations, Testing","Highways, Operations and Traffic Management, Safety and Human Factors, I85: Safety Devices used in Transport Infrastructure",8/17/2011 3:17:00 PM,8/29/2011 7:43:00 AM,DVD,7p,,"Laizans, David",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Figures, References",2010-00-00,,17th ITS World Congress,ITS Japan,ITS America,ERTICO,,,,,,,,ITS Japan,ITS America,ERTICO,,,,,,,,,,,,,,,,,,ITS America,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
1127322,01361610,Improving Rural Work Zone Safety in California Using Augmented Speed Enforcement,,DO,English,,,,,,,Paper TP037-3,"Rural roads carry approximately 40 percent of the vehicle-miles traveled (VMT) in the United States, yet annually account for nearly 57 percent of the fatalities. Aggressive driving behaviors such as speeding are primary factors contributing to major-injury and fatality crashes in rural areas. Studies have also shown higher crash rates at specific highway locations such as rural work zones that temporarily set lower speed limits. To address the challenges of rural safety, the U.S. Department of Transportation kicked-off the Rural Safety Initiative in February 2008. One technological solution that has been developed to help improve the safety of rural travel through a reduction in aggressive driving is Automated Enforcement Systems (ASE). Despite the documented effectiveness, there may be legal impediments for some jurisdictions to implement ASE. To help address some of these legal impediments the California Department of Transportation in partnership with the Western Transportation Institute – Montana State University was selected by U. S. Department of Transportation to receive RSIP funds to implement, demonstrate, and validate the Augmented Speed Enforcement System (aSE). Augmented Speed Enforcement (aSE) differs from traditional ASE in that it uses the information about detected violators in real-time to notify a linked CHP officer to manually track and stop the speeder to process the citation.",,TRIS,,,,,,,,,,,,,,,,,,,,,"Automated enforcement, Automated speed enforcement, California, Highway safety, Rural areas, Rural highways, Speed control, Traffic law enforcement, Work zone safety, Work zones","Highways, Law, Operations and Traffic Management, Safety and Human Factors, I82: Accidents and Transport Infrastructure",1/25/2012 8:27:00 PM,1/30/2012 7:09:00 AM,Digital/other,7p,,"Smith, Theodore A","Dodge, Linda","Ward, Nic","Hansra, Pete","Ye, Zhirui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Figures, References, Tables",2010-00-00,,17th ITS World Congress,ITS Japan,ITS America,ERTICO,,,,,,,,ITS Japan,ITS America,ERTICO,,,,,,,,,,,,,,,,,,ITS America,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
1105639,01343570,Automated speed enforcement: what the French experience can teach us,,DO,English,,,,,,ARRB,,"The French authorities installed the country's first speed cameras in November 2003 and at present some 2500 devices are in operation throughout the road and highway network.  France has seen a significant decrease in the number of fatalities and injuries since the implementation of this speed enforcement programme.  However, in comparison with its Australian counterparts, the French system functions differently and has its own special characteristics.  An empirical analysis of this programme can yield new findings regarding the enforcement mechanism and could open up new avenues for traffic safety policy.  The first section of this article proposes a presentation of the French programme and how it is currently operated.  The second section offers a detailed investigation into the deterrent effect and punishment policy, with emphasis on the specificities of the strategy followed by the French public authorities.  The final section focuses on the political consequences of implementation of such a programme.  This contribution highlights the insights the French ASE programme can yield for countries interested in installing such apparatus or in improving their own programmes.",,"ITRD, ARRB, ATRI",,,,,,,,,,,,,,,,,,,,,"Accident countermeasure, Accident prevention, Deterrence, Enforcement (law), France, Highway safety, Offence, Road transport, Safety, Speed, Speed cameras, Speeding","Safety and Human Factors, I82: Accidents and Transport Infrastructure, I83: Accidents and the Human Factor",7/7/2011 8:48:00 AM,7/7/2011 8:48:00 AM,,11p,,"Carnis, L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-11-00,,"Australasian College of Road Safety National Conference, 2009, Perth, Western Australia, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Find a library where document is available,,,,,,,,,,9780958569132,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
1149848,01381929,The impact of police speed enforcement practices on self-reported speeding: an exploration of the effects of visibility and mobility,,DO,English,,,,,,ARRB,ITRD E218654,"Research has highlighted the relationship between vehicle speed and increased crash risk and severity.  Evidence suggests that police speed enforcement, in particular speed camera operations, can be an effective tool for reducing traffic crashes.  A quantitative survey of Queensland drivers (n = 852) was conducted to investigate the impact of police speed enforcement methods on self-reported speeding behaviour.  Results indicate that visible enforcement was associated with significantly greater self-reported compliance than covert operations irrespective of the mobility of the approach, and the effects on behaviour were longer lasting.  The mobility of operations appeared to be moderated the visibility of the approach.  Specifically, increased mobility was associated with increase reported compliant behaviour, but only for covert operations, and increased longevity of reported compliant behaviour, but only for overt operations.  The perceived effectiveness of various speed enforcement approaches are also analysed across a range of driving scenarios.  Results are discussed in light of the small effect sizes.  Recommendations for policy and future research are presented.",,ATRI,,,,,,,,,,,,,,,,,,,,,"Behavior, Crash rate, Crash rates, Driver behaviour, Drivers, Highway safety, Law enforcement, Law enforcement, Police, Police, Road safety, Road safety (human factors), Speed, Speed, Speeding, Speeding",Security and Emergencies,8/22/2012 12:54:00 PM,8/22/2012 12:54:00 PM,,11p,,"Soole, D","Watson, B","Lennon, A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-11-00,,"Australasian Road Safety Research Policing Education Conference, 2009, Sydney, New South Wales, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Find a library where document is available,,,,,,,,,,9781921692260,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
1149860,01381941,"Quantitative study of attitudes, motivations and beliefs related to speeding and speed enforcement",,DO,English,,,,,,ARRB,ITRD E218667,"Speeding continues to be a significant issue in New South Wales (NSW) and preliminary data from 2009 indicates that it may be contributing to an increase in the road toll this year.  Speed surveys conducted annually by the NSW Roads and Traffic Authority also show that despite overall reductions in travel speeds across NSW, a large proportion of drivers continue to speed.  A quantitative telephone survey of 1,500 NSW drivers examined a range of speeding issues including circumstances under which drivers most commonly speed, the social acceptability of speeding, motivators for speeding, enforcement methods and the acceptability of speeding in different contexts, for example school zones.  The results indicate that despite understanding that speeding is the main contributor to the road toll, speeding is common and is not yet seen as socially unacceptable by many NSW drivers.  The study also found high approval for speed enforcement and an understanding and agreement with how speed limits are currently set.  The key modifiers of drivers speeding behaviour were found to be enforcement and when driving with family in the car.",,ATRI,,,,,,,,,,,,,,,,,,,,,"Behavior, Driver behaviour, Drivers, Highway safety, Law enforcement, Law enforcement, New South Wales, Road safety, Road safety (human factors), Speed control, Speed control, Speeding, Speeding, Surveys, Telephone survey",Security and Emergencies,8/22/2012 12:54:00 PM,8/22/2012 12:54:00 PM,,11p,,"Walker, E","Murdoch, C","Bryant, P","Barnes, B","Johnson, B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-11-00,,"Australasian Road Safety Research Policing Education Conference, 2009, Sydney, New South Wales, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Find a library where document is available,,,,,,,,,,9781921692260,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
907449,01147153,Staggered for safety,,DO,English,,,,,,Transport Research Laboratory,ITRD E144702,"The use of section control technology to bring more efficient and better accepted enforcement of speed limits can make a difference to road safety and accident numbers. Section control is a method of speed enforcement involving a series of cameras installed over a stretch of road. It is also called average speed enforcement, or time-over distance cameras. The European Transport Safety Council recently published a brief review of the experience gathered from countries which have started using this technology, along with their more traditional enforcement techniques. Section control encourages drivers to reduce their speed across an entire section of road and greater levels of behaviour changes can therefore be obtained, leading to a positive impact on the numbers of collisions and casualties. This system also has air quality benefits and can be used to detect other offences, since the system captures the number plate of every vehicle entering a section equipped with the technology. It has been used successfully in the UK, Europe and Australia. In the past it has concentrated on main roads; in the future it may be used to enforce speed limits in 20mph zones. Privacy and data protection issues need to be addressed appropriately.",,ITRD,,,,,,,,,,,,,,,,,,,,,"Law enforcement, Safety, Speed control, Speed limits, Technology","Safety and Human Factors, Security and Emergencies, I73: Traffic Control",12/24/2009 8:47:00 AM,12/24/2009 8:47:00 AM,,18-20,,"SIMCIC, G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10-30,SURVEYOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Find a library where document is available,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
908607,01149549,Traffic Flow Characteristic and Capacity in Intelligent Work Zones,,DO,English,,,http://www.purdue.edu/discoverypark/nextrans/assets/pdfs/completedprojects/Final%20Report%20009.pdf,/common/images/covers/large/908607.png,,,,"Intelligent transportation system (ITS) technologies are utilized to manage traffic flow and safety in highway work zones. Traffic management plans for work zones require queuing analyses to determine the anticipated traffic backups, but the predictions are often inaccurate mainly because of lack of understanding of traffic flow characteristics in WZ. The current procedures for determining speed and capacity are inadequate and don’t consider the fundamental effects of ITS technologies in traffic flow and drivers behavior. This study will address of traffic flow characteristics in Intelligent WZ and will determine methods for computing work zone capacity. Accurate determination of work zone capacity is very important because it significantly affects the speed and user's cost computations. Various ITS applications are implemented in the US (such as speed photo enforcement (SPE), dynamic lane management, variable speed control, travel time information display, dynamic rerouting, etc), but a major study to determine how traffic flow characteristics are affected in these intelligent WZ has not been conducted. This study investigated the fundamental relationship among traffic flow variables in a WZ where ITS was implemented for mainly as a speed control measure. A theoretical relationship was developed using field data collected in work zones. In order to determine the operating capacity in the intelligent work zone where SPE was deployed, the fundamental speed‐flow curve for the intelligent work zone is established and compared with the speed‐flow curve for the same work zone when neither SPE nor another type of ITS was deployed as a speed control measure. The use of ITS in the work zone altered the relationship between space mean speed and traffic flow rate by lowering the speeds in the upper (uncongested) part of the speed‐flow curve. The use of SPE also brought about a slight reduction of around 100 pcphpl in the maximum per-lane capacity of the two‐lane‐open work zone compared to when no SPE is utilized. With the speed‐flow curve for the intelligent work zone established, one can use the operating speed as an input to accurately estimate the capacity of the intelligent work zone under the prevailing conditions.","This document is disseminated under the sponsorship of the Department of Transportation, University Transportation Centers Program.","UTC, TRIS, USDOT",NEXTRANS Project No. 009IY01,,,,,,,,,,DTRT07‐G‐005 (Grant),,,,,,,,,,"Flow speed relationships, Highway capacity, Intelligent transportation systems, Speed control, Traffic flow, Work zone traffic control, Work zones","Highways, Operations and Traffic Management, I71: Traffic Theory, I73: Traffic Control",1/15/2010 2:56:00 PM,9/16/2011 12:02:00 PM,Print,60p,,"Benekohal, Rahim F","Avrenli, Kivanc","Ramezani, Hani",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Figures, References, Tables",2009-10-15,,,,,,,,,,,,,NEXTRANS,Research and Innovative Technology Administration,,,,,,,,,,,,,,,,,,,NEXTRANS,,,,,,,,,,,,,Final Report,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use of TRID, like all other portions of the NAS website, is governed by the NAS website Copyright Policy, Terms of Use, and Privacy Statement . By using TRID, you accept and agree to be bound by these policies."
